302658.8160728428	4124493.1439842242	28.3455405713
302658.9494927429	4124492.6621138267	28.3457646934
302659.0829126430	4124492.1802434293	28.3459888155
302659.2163325432	4124491.6983730318	28.3462129376
302659.3497524433	4124491.2165026339	28.3464370597
302659.4831723434	4124490.7346322364	28.3466611818
302659.6165922435	4124490.2527618390	28.3468853039
302659.7500121436	4124489.7708914415	28.3471094260
302659.8496078794	4124489.2809111527	28.3470311908
302659.9492036151	4124488.7909308639	28.3469529556
302660.0487993507	4124488.3009505752	28.3468747203
302660.1483950865	4124487.8109702868	28.3467964851
302660.2479908222	4124487.3209899981	28.3467182499
302660.3475865579	4124486.8310097093	28.3466400146
302660.4471822936	4124486.3410294205	28.3465617794
302660.5467780294	4124485.8510491317	28.3464835442
302660.6463737650	4124485.3610688434	28.3464053089
302660.7459695007	4124484.8710885546	28.3463270737
302660.8455652365	4124484.3811082658	28.3462488385
302660.9451609722	4124483.8911279771	28.3461706032
302661.0447567079	4124483.4011476883	28.3460923680
302661.1443524436	4124482.9111674000	28.3460141328
302661.2439481793	4124482.4211871112	28.3459358975
302661.3435439150	4124481.9312068224	28.3458576623
302661.4448425750	4124481.4415758261	28.3455948561
302661.5461412349	4124480.9519448299	28.3453320498
302661.6474398949	4124480.4623138336	28.3450692436
302661.7487385548	4124479.9726828374	28.3448064373
302661.8500372148	4124479.4830518416	28.3445436311
302661.9513358747	4124478.9934208454	28.3442808248
302662.0526345347	4124478.5037898491	28.3440180186
302662.1539331946	4124478.0141588529	28.3437552123
302662.2552318546	4124477.5245278566	28.3434924061
302662.3565305145	4124477.0348968604	28.3432295999
302662.4578291745	4124476.5452658641	28.3429667936
302662.5591278345	4124476.0556348683	28.3427039874
302662.6604264944	4124475.5660038721	28.3424411811
302662.7449960002	4124475.0732077709	28.3423996530
302662.8295655060	4124474.5804116703	28.3423581248
302662.9141350117	4124474.0876155696	28.3423165967
302662.9987045176	4124473.5948194689	28.3422750685
302663.0832740233	4124473.1020233678	28.3422335404
302663.1678435291	4124472.6092272671	28.3421920122
302663.2524130348	4124472.1164311664	28.3421504840
302663.3369825407	4124471.6236350657	28.3421089559
302663.4215520464	4124471.1308389646	28.3420674277
302663.5061215522	4124470.6380428639	28.3420258996
302663.5906910580	4124470.1452467632	28.3419843714
302663.6752605638	4124469.6524506621	28.3419428433
302663.7598300696	4124469.1596545614	28.3419013151
302663.8083123118	4124468.6620116173	28.3409151766
302663.8567945540	4124468.1643686737	28.3399290382
302663.9052767963	4124467.6667257296	28.3389428997
302663.9537590385	4124467.1690827855	28.3379567612
302664.0022412807	4124466.6714398414	28.3369706227
302664.0507235229	4124466.1737968973	28.3359844842
302664.0992057651	4124465.6761539537	28.3349983457
302664.1476880073	4124465.1785110096	28.3340122073
302664.1961702496	4124464.6808680655	28.3330260688
302664.2446524918	4124464.1832251213	28.3320399303
302664.2507215096	4124463.6832628427	28.3310981785
302664.2567905273	4124463.1833005641	28.3301564267
302664.2628595450	4124462.6833382854	28.3292146749
302664.2689285628	4124462.1833760068	28.3282729232
302664.2749975805	4124461.6834137281	28.3273311714
302664.2810665982	4124461.1834514490	28.3263894196
302664.2871356159	4124460.6834891704	28.3254476678
302664.2932046337	4124460.1835268917	28.3245059160
302664.2992736514	4124459.6835646131	28.3235641642
302664.3013112537	4124459.1835700329	28.3224381002
302664.3033488559	4124458.6835754528	28.3213120362
302664.3053864581	4124458.1835808726	28.3201859721
302664.3074240604	4124457.6835862924	28.3190599081
302664.3094616626	4124457.1835917123	28.3179338441
302664.3114992648	4124456.6835971321	28.3168077801
302664.3135368670	4124456.1836025524	28.3156817160
302664.3167212041	4124455.6836133562	28.3164963782
302664.3199055411	4124455.1836241600	28.3173110404
302664.3230898781	4124454.6836349634	28.3181257027
302664.3262742151	4124454.1836457672	28.3189403649
302664.3294585522	4124453.6836565710	28.3197550271
302664.3326428892	4124453.1836673748	28.3205696893
302664.3358272262	4124452.6836781786	28.3213843515
302664.3390115633	4124452.1836889824	28.3221990137
302664.3421959003	4124451.6836997862	28.3230136759
302664.3453802373	4124451.1837105900	28.3238283381
302664.3485645744	4124450.6837213938	28.3246430004
302664.3517489114	4124450.1837321976	28.3254576626
302664.3549332484	4124449.6837430014	28.3262723248
302664.3581175854	4124449.1837538052	28.3270869870
302664.3613019225	4124448.6837646090	28.3279016492
302664.3644862595	4124448.1837754129	28.3287163114
302664.3676705965	4124447.6837862167	28.3295309736
302664.3708549336	4124447.1837970205	28.3303456358
302664.3740392706	4124446.6838078243	28.3311602981
302664.3772236076	4124446.1838186281	28.3319749603
302664.3804079446	4124445.6838294319	28.3327896225
302664.3835922817	4124445.1838402357	28.3336042847
302664.3867766187	4124444.6838510395	28.3344189469
302664.3881405589	4124444.1838533990	28.3351256286
302664.3895044992	4124443.6838557590	28.3358323104
302664.3908684393	4124443.1838581185	28.3365389921
302664.3922323796	4124442.6838604785	28.3372456738
302664.3935963198	4124442.1838628380	28.3379523555
302664.3949602600	4124441.6838651979	28.3386590373
302664.3963242003	4124441.1838675574	28.3393657190
302664.3976881405	4124440.6838699174	28.3400724007
302664.3990520807	4124440.1838722769	28.3407790824
302664.4004160209	4124439.6838746369	28.3414857642
302664.4058624489	4124439.1839045412	28.3409959100
302664.4113088767	4124438.6839344455	28.3405060559
302664.4167553046	4124438.1839643503	28.3400162017
302664.4222017325	4124437.6839942546	28.3395263475
302664.4276481604	4124437.1840241589	28.3390364934
302664.4330945883	4124436.6840540632	28.3385466392
302664.4385410162	4124436.1840839679	28.3380567850
302664.4401660409	4124435.6840877808	28.3369739894
302664.4417910656	4124435.1840915941	28.3358911937
302664.4434160903	4124434.6840954074	28.3348083980
302664.4450411150	4124434.1840992207	28.3337256023
302664.4466661397	4124433.6841030335	28.3326428066
302664.4482911644	4124433.1841068468	28.3315600109
302664.4499161891	4124432.6841106601	28.3304772153
302664.4515412138	4124432.1841144729	28.3293944196
