302658.8160728428	4124493.1439842242	28.3455405713
302658.9494927429	4124492.6621138267	28.3457646934
302659.0829126430	4124492.1802434293	28.3459888155
302659.2163325432	4124491.6983730318	28.3462129376
302659.3497524433	4124491.2165026339	28.3464370597
302659.4831723434	4124490.7346322364	28.3466611818
302659.6165922435	4124490.2527618390	28.3468853039
302659.7500121436	4124489.7708914415	28.3471094260
302659.8761870055	4124489.2870735121	28.3474490956
302660.0023618675	4124488.8032555827	28.3477887651
302660.1285367294	4124488.3194376533	28.3481284347
302660.2547115913	4124487.8356197239	28.3484681042
302660.3808864532	4124487.3518017940	28.3488077737
302660.5070613152	4124486.8679838646	28.3491474433
302660.6332361771	4124486.3841659352	28.3494871128
302660.7594110390	4124485.9003480058	28.3498267823
302660.8855859009	4124485.4165300764	28.3501664519
302661.0117607628	4124484.9327121470	28.3505061214
302661.1379356247	4124484.4488942176	28.3508457909
302661.2641104867	4124483.9650762882	28.3511854605
302661.3902853486	4124483.4812583588	28.3515251300
302661.5164602105	4124482.9974404294	28.3518647995
302661.6426350724	4124482.5136225000	28.3522044691
302661.7605982326	4124482.0277370284	28.3521639858
302661.8785613928	4124481.5418515573	28.3521235026
302661.9965245530	4124481.0559660862	28.3520830194
302662.1144877131	4124480.5700806146	28.3520425361
302662.2324508734	4124480.0841951435	28.3520020529
302662.3504140335	4124479.5983096724	28.3519615697
302662.4683771937	4124479.1124242009	28.3519210864
302662.5863403539	4124478.6265387298	28.3518806032
302662.7043035141	4124478.1406532582	28.3518401200
302662.8222666743	4124477.6547677871	28.3517996367
302662.9402298345	4124477.1688823160	28.3517591535
302663.0581929946	4124476.6829968444	28.3517186703
302663.1761561548	4124476.1971113733	28.3516781871
302663.2941193150	4124475.7112259022	28.3516377038
302663.4120824752	4124475.2253404306	28.3515972206
302663.5323480790	4124474.7400198407	28.3519280007
302663.6526136828	4124474.2546992507	28.3522587807
302663.7728792866	4124473.7693786607	28.3525895608
302663.8931448904	4124473.2840580703	28.3529203409
302664.0134104943	4124472.7987374803	28.3532511209
302664.1336760981	4124472.3134168903	28.3535819010
302664.2539417019	4124471.8280963004	28.3539126811
302664.3742073057	4124471.3427757104	28.3542434612
302664.4944729095	4124470.8574551204	28.3545742412
302664.6147385134	4124470.3721345305	28.3549050213
302664.7350041171	4124469.8868139400	28.3552358014
302664.8552697210	4124469.4014933500	28.3555665814
302664.9755353248	4124468.9161727601	28.3558973615
302665.0782160817	4124468.4268297702	28.3555803372
302665.1808968385	4124467.9374867803	28.3552633128
302665.2835775953	4124467.4481437905	28.3549462885
302665.3862583522	4124466.9588008011	28.3546292641
302665.4889391090	4124466.4694578112	28.3543122398
302665.5916198659	4124465.9801148213	28.3539952154
302665.6943006227	4124465.4907718315	28.3536781911
302665.7969813796	4124465.0014288416	28.3533611667
302665.8996621364	4124464.5120858517	28.3530441424
302666.0023428933	4124464.0227428619	28.3527271180
302666.1050236501	4124463.5333998725	28.3524100937
302666.2077044070	4124463.0440568826	28.3520930693
302666.2889593753	4124462.5507034292	28.3520915518
302666.3702143438	4124462.0573499752	28.3520900343
302666.4514693121	4124461.5639965218	28.3520885168
302666.5327242805	4124461.0706430683	28.3520869992
302666.5962616974	4124460.5746994819	28.3503678158
302666.6597991143	4124460.0787558951	28.3486486324
302666.7117794795	4124459.5814682748	28.3468981412
302666.7637598447	4124459.0841806545	28.3451476500
302666.8008347045	4124458.5855611316	28.3431411008
302666.8379095643	4124458.0869416087	28.3411345515
302666.8749844241	4124457.5883220858	28.3391280023
302666.9120592839	4124457.0897025629	28.3371214531
302666.9491341437	4124456.5910830405	28.3351149038
302666.9862090035	4124456.0924635176	28.3331083546
302667.0119707256	4124455.5931279697	28.3336950312
302667.0377324475	4124455.0937924213	28.3342817079
302667.0634941695	4124454.5944568734	28.3348683845
302667.0892558915	4124454.0951213255	28.3354550611
302667.1150176135	4124453.5957857776	28.3360417378
302667.1407793355	4124453.0964502296	28.3366284144
302667.1665410575	4124452.5971146817	28.3372150911
302667.1923027795	4124452.0977791334	28.3378017677
302667.2180645015	4124451.5984435854	28.3383884443
302667.2298886492	4124451.0985839544	28.3391224769
302667.2417127970	4124450.5987243233	28.3398565094
302667.2535369447	4124450.0988646923	28.3405905419
302667.2653610925	4124449.5990050617	28.3413245744
302667.2771852402	4124449.0991454306	28.3420586070
302667.2890093880	4124448.5992857995	28.3427926395
302667.3008335357	4124448.0994261685	28.3435266720
302667.3126576835	4124447.5995665374	28.3442607045
302667.3244818312	4124447.0997069064	28.3449947371
302667.3363059790	4124446.5998472753	28.3457287696
302667.3481301268	4124446.0999876442	28.3464628021
302667.3574868764	4124445.6000752039	28.3465188348
302667.3668436261	4124445.1001627636	28.3465748675
302667.3762003758	4124444.6002503228	28.3466309002
302667.3855571256	4124444.1003378825	28.3466869330
302667.3949138753	4124443.6004254422	28.3467429657
302667.4042706250	4124443.1005130019	28.3467989984
302667.4136273746	4124442.6006005611	28.3468550311
302667.4229841243	4124442.1006881208	28.3469110638
302667.4323408740	4124441.6007756805	28.3469670965
302667.4416976238	4124441.1008632402	28.3470231292
302667.4510543735	4124440.6009507994	28.3470791620
302667.4604111232	4124440.1010383591	28.3471351947
302667.4697678728	4124439.6011259188	28.3471912274
302667.4791246225	4124439.1012134785	28.3472472601
302667.4884813722	4124438.6013010377	28.3473032928
302667.4978381220	4124438.1013885974	28.3473593255
302667.5071948717	4124437.6014761571	28.3474153583
302667.5165516214	4124437.1015637168	28.3474713910
302667.5259083710	4124436.6016512760	28.3475274237
302667.5352651207	4124436.1017388357	28.3475834564
302667.5446218704	4124435.6018263954	28.3476394891
302667.5539786202	4124435.1019139551	28.3476955218
302667.5633353699	4124434.6020015143	28.3477515545
302667.5721285164	4124434.1020794944	28.3469426495
302667.5809216631	4124433.6021574740	28.3461337445
302667.5897148097	4124433.1022354541	28.3453248395
302667.5985079563	4124432.6023134338	28.3445159345
